Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
040624-141334,4/6/2024 14:16,dsDNA BR,0423ASHC_01,9.32,ng/uL,0.233,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.24700498,793.1964725,,58.9,4/6/2024 14:13,,,,,#0423ASHC,8,1.9.0,8
040624-141334,4/6/2024 14:16,dsDNA BR,0423ASHC_02,22.2,ng/uL,0.555,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.08945843,802.5310784,,119,4/6/2024 14:13,,,,,#0423ASHC,8,1.9.0,8
040624-141334,4/6/2024 14:16,dsDNA BR,0423ASHC_03,22.6,ng/uL,0.565,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.92828201,727.6033633,,110,4/6/2024 14:13,,,,,#0423ASHC,8,1.9.0,8
040624-141334,4/6/2024 14:16,dsDNA BR,0423ASHC_04,12.8,ng/uL,0.321,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.22586994,743.0988091,,70.4,4/6/2024 14:13,,,,,#0423ASHC,8,1.9.0,8
040624-141334,4/6/2024 14:16,dsDNA BR,0423ASHC_05,25.3,ng/uL,0.632,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.97496247,766.7912059,,127,4/6/2024 14:13,,,,,#0423ASHC,8,1.9.0,8
040624-141334,4/6/2024 14:16,dsDNA BR,0423ASHC_06,18.2,ng/uL,0.455,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.28279582,683.1881413,,85.2,4/6/2024 14:13,,,,,#0423ASHC,8,1.9.0,8
040624-141334,4/6/2024 14:16,dsDNA BR,0423ASHC_07,24.9,ng/uL,0.622,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.46951766,713.8464877,,116,4/6/2024 14:13,,,,,#0423ASHC,8,1.9.0,8
040624-141334,4/6/2024 14:16,dsDNA BR,0423ASHC_08,16.4,ng/uL,0.411,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.13108433,696.0523951,,79.3,4/6/2024 14:13,,,,,#0423ASHC,8,1.9.0,8
040624-141334,4/6/2024 14:18,dsDNA BR,0423ASHC_09,22,ng/uL,0.55,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.24700498,793.1964725,,117,4/6/2024 14:13,,,,,#0423ASHC,8,1.9.0,8
040624-141334,4/6/2024 14:18,dsDNA BR,0423ASHC_10,31.4,ng/uL,0.785,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,15.08945843,802.5310784,,161,4/6/2024 14:13,,,,,#0423ASHC,8,1.9.0,8
