Run ID,Test Date,Assay Name,Sample Name,Original Sample Conc.,Original sample conc. units,Qubit Tube Conc.,Qubit tube conc. units,Sample Volume (uL),Dilution Factor,Extended Low Range,Core Range,Extended High Range,Excitation,Std 1 RFU,Std 2 RFU,Std 3 RFU,Sample RFU,Last Read Standards,Reagent Lot#,Plate Barcode,Well,Sample ID,Tags,Calibrated Tubes,Software Version,Selected Samples
060624-140848,6/6/2024 14:09,dsDNA BR,0523ASHC_01,75.6,ng/uL,1.89,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.67769974,899.5819823,,391,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:09,dsDNA BR,0523ASHC_02,82.8,ng/uL,2.07,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.1990339,901.3227457,,423,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:09,dsDNA BR,0523ASHC_03,60.8,ng/uL,1.52,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.67603522,811.7760007,,290,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:09,dsDNA BR,0523ASHC_04,72.4,ng/uL,1.81,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.52373535,873.5584486,,365,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:09,dsDNA BR,0523ASHC_05,58.4,ng/uL,1.46,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.75218515,887.2501096,,306,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:09,dsDNA BR,0523ASHC_06,62.4,ng/uL,1.56,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,11.23504415,793.7705287,,289,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:09,dsDNA BR,0523ASHC_07,68,ng/uL,1.7,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,11.63336689,708.0218129,,281,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:09,dsDNA BR,0523ASHC_08,42,ng/uL,1.05,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,11.16475191,753.2875225,,192,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:10,dsDNA BR,0523ASHC_09,39.6,ng/uL,0.991,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,13.67769974,899.5819823,,219,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:10,dsDNA BR,0523ASHC_10,62.4,ng/uL,1.56,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,14.1990339,901.3227457,,330,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:10,dsDNA BR,0523ASHC_11,80,ng/uL,2,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.67603522,811.7760007,,371,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:10,dsDNA BR,0523ASHC_12,80.4,ng/uL,2.01,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.52373535,873.5584486,,400,6/6/2024 14:09,,,,,,8,1.9.0,8
060624-140848,6/6/2024 14:10,dsDNA BR,0523ASHC_13,50.4,ng/uL,1.26,ug/mL,5,40,N/A,0.8-200,200-400,BLUE,12.75218515,887.2501096,,268,6/6/2024 14:09,,,,,,8,1.9.0,8
