lab_id,date_collected,site,lab_sample,oyster_zone,light_regime,date_processed,ww_total_g,height_mm,length_mm,width_mm,condition,dissection_notes,mantle_rftm,ggr1_etoh,ggr2_etoh,adductor_etoh,cross_histology,date_davidsons,date_etoh
0523LAUR_01,2023-05-25,LAUR,1,NA,NA,2023-05-26,135.21,99.14,85.51,30.51,4_fair_plus,conchiolin and mud blister. crumbled shell,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_02,2023-05-25,LAUR,2,NA,NA,2023-05-26,132.01,96.73,81.79,28.74,,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_03,2023-05-25,LAUR,3,NA,NA,2023-05-26,224.39,119.36,93.01,37.09,3_good_minus,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_04,2023-05-25,LAUR,4,NA,NA,2023-05-26,159.91,100.79,80.26,36.36,5_fair,conchiolin ring. mud blisters,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_05,2023-05-25,LAUR,5,NA,NA,2023-05-26,186.74,109.03,81.47,37.8,3_good_minus,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_06,2023-05-25,LAUR,6,NA,NA,2023-05-26,94.48,87.3,80.4,27.71,5_fair,boring spong bad in the hinge,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_07,2023-05-25,LAUR,7,NA,NA,2023-05-26,202.73,121.3,82.31,39.79,2_good,boring spong bad in the hinge,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_08,2023-05-25,LAUR,8,NA,NA,2023-05-26,125.08,95.53,82.06,33.35,4_fair_plus,boring sponge . conchiolin ring,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_09,2023-05-25,LAUR,9,NA,NA,2023-05-26,129.7,113.5,75.67,28.85,7_poor_plus,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_10,2023-05-25,LAUR,10,NA,NA,2023-05-26,212.49,117.9,76.77,32.88,6_fair_minus,boring spong bad in the hinge. conchiolin ring,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_11,2023-05-25,LAUR,11,NA,NA,2023-05-26,90.35,79.81,77.22,28.55,5_fair,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_12,2023-05-25,LAUR,12,NA,NA,2023-05-26,154.13,99.55,84.49,32.11,4_fair_plus,light conchiolin ring ,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_13,2023-05-25,LAUR,13,NA,NA,2023-05-26,246.48,127.49,92.78,38.18,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_14,2023-05-25,LAUR,14,NA,NA,2023-05-26,152.4,106.95,76.56,36.35,3_good_minus,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_15,2023-05-25,LAUR,15,NA,NA,2023-05-26,135.16,103.35,72.15,36.03,5_fair,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_16,2023-05-25,LAUR,16,NA,NA,2023-05-26,155.15,117.01,91.95,30.87,9_very_poor,no adductor . minimal boring sponge. ,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_17,2023-05-25,LAUR,17,NA,NA,2023-05-26,104.36,88.21,78.18,29.9,4_fair_plus,conchiolin ring,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_18,2023-05-25,LAUR,18,NA,NA,2023-05-26,221.8,131.77,96.28,36.67,3_good_minus,conchiolin ring ,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_19,2023-05-25,LAUR,19,NA,NA,2023-05-26,210.81,122.39,99.55,41.58,3_good_minus,complete boring spong all through shell,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_20,2023-05-25,LAUR,20,NA,NA,2023-05-26,167.92,100.2,80.05,32.76,4_fair_plus,boring sponge hinge. conchiolin ring,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_21,2023-05-25,LAUR,21,NA,NA,2023-05-26,280.01,128.58,86.73,40.08,4_fair_plus,,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_22,2023-05-25,LAUR,22,NA,NA,2023-05-26,240.95,124.59,99.33,37.26,3_good_minus,boring sponge hinge. conchiolin ring ,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_23,2023-05-25,LAUR,23,NA,NA,2023-05-26,223.26,117.98,92.83,33.65,6_fair_minus,conchiolin ring ,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_24,2023-05-25,LAUR,24,NA,NA,2023-05-26,190.77,121.47,85.66,29.25,6_fair_minus,conchiolin ring ,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
0523LAUR_25,2023-05-25,LAUR,25,NA,NA,2023-05-26,286.04,147.15,96.3,35.92,6_fair_minus,conchiolin ring ,TRUE,TRUE,TRUE,TRUE,TRUE,2023-05-26,2023-05-27
